[2026-04-08 23:18:30] [KAMERA] [HASARLI] Confidence: %41.94
[2026-04-08 23:18:32] [KAMERA] [CIZIK] Confidence: %38.71
[2026-04-08 23:18:52] [KAMERA] [HASARLI] Confidence: %35.45
[2026-04-08 23:18:52] [KAMERA] [CIZIK] Confidence: %35.38
[2026-04-12 20:34:24] [KAMERA] [HASARLI] Confidence: %37.95
[2026-04-12 20:34:25] [KAMERA] [CIZIK] Confidence: %36.60
[2026-04-12 20:34:25] [KAMERA] [HASARLI] Confidence: %39.12
[2026-04-12 20:34:26] [KAMERA] [CIZIK] Confidence: %41.09
[2026-04-12 20:34:26] [KAMERA] [HASARLI] Confidence: %40.28
[2026-04-12 20:34:28] [KAMERA] [CIZIK] Confidence: %44.12
[2026-04-12 20:34:28] [KAMERA] [HASARLI] Confidence: %38.97
[2026-04-12 20:34:29] [KAMERA] [CIZIK] Confidence: %41.02
[2026-04-12 20:34:29] [KAMERA] [HASARLI] Confidence: %35.74
[2026-04-12 20:34:30] [KAMERA] [CIZIK] Confidence: %38.01
[2026-04-12 20:34:33] [KAMERA] [HASARLI] Confidence: %39.80
[2026-04-12 20:34:33] [KAMERA] [CIZIK] Confidence: %39.65
[2026-04-12 20:34:52] [KAMERA] [HASARLI] Confidence: %35.52
[2026-04-12 20:34:53] [KAMERA] [CIZIK] Confidence: %45.55
[2026-04-12 20:34:55] [KAMERA] [NORMAL] Confidence: %42.75
[2026-04-12 20:34:57] [KAMERA] [HASARLI] Confidence: %38.45
[2026-04-12 20:34:57] [KAMERA] [CIZIK] Confidence: %41.99
[2026-04-12 20:35:00] [KAMERA] [HASARLI] Confidence: %37.72
[2026-04-12 20:35:06] [KAMERA] [KIRLI] Confidence: %41.42
